本合同||的||索赔||权利||人向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我方||请求||给付||本||附加||合同||保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
被保险人||或||受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||两年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
人寿保险||以外||的||其他||保险||的||被保险人||或者||受益人||，||向||我们||请求||赔偿||或者||给付保险金||的||诉讼时效||期间||为||二年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n||人寿保险||的||被保险人||或者||受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||五年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
权利||人向||我们||申请||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||5||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
申请人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我方||请求||给付||本||附加||合同||保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
申请人||向||百年||人寿||申请||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
在||申请||投保人||意外||身故||或||意外||全残||豁免||保险费||时||，||申请人||须||填写||保险金||给付||申请书||，||并||提供||下列||证明||和||资料||：||\n||1||.||保险合同||原件||或||其他保险凭证||；||\n||2||.||被保险人||的||有效||身份证件||；||\n||3||.||投保人||的||户籍||注销||证明||及||国务院||卫生||行政部门||规定||的||医疗机构||、||公安部门||或者||其他||有权||机构||出具||的||投保人||的||死亡||证明||或||由||司法鉴定||机构||、||其他||有||资质||的||医疗||鉴定||机构||出具||的||投保人||全残||证明||；||\n||4||.||受益人||所||能||提供||的||与||确认||保险事故||的||性质||、||原因||等||相关||的||其他||证明||、||资料||。||\n||若||以上||保险金||申请||的||经办人||为||代理人||，||则||应||另||提供||授权||委托书||、||代理人||有效||身份证件||等||证明文件||。||\n||申请人||提交||的||证明||和||资料||不||完整||的||，||本||公司||将||及时||一次性||通知||需||补充||提供||的||有关||证明||和||资料||。||\n||五||、||本||公司||在||收到||保险金||给付||申请书||及||合同||约定||的||证明||和||资料||后||，||将||在||五个||工作日内||作出||核定||；||\n||情形||复杂||的||，||在||三十日||内||作出||核定||。||对||属于||保险责任||的||，||本||公司||在||与||受益人||达成||给付保险金||的||协议||后||十日||内||，||履行||给付保险金||义务||。||\n||本||公司||未||及时||履行||前款||规定||义务||的||，||除||支付||保险金||外||，||应当||赔偿||受益人||因此||受到||的||损失||。||\n||对||不||属于||保险责任||的||，||本||公司||自||作出||核定||之日起||三日||内向||受益人||发出||拒绝||给付保险金||通知书||并||说明||理由||。||\n||本||公司||在||收到||保险金||给付||申请书||及||有关||证明||和||资料||之日起||六十日||内||，||对||给付保险金||的||数额||不能||确定||的||，||根据||已有||证明||和||资料||可以||确定||的||数额||先予||支付||；||本||公司||最终||确定||给付保险金||的||数额||后||，||将||支付||相应||的||差额||。||\n||六||、||受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为||五年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
被保险人||或||受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||五年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||5||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
受益人||及其||他||有权||领取||保险金||的||人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||5||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为||五年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
受益人||及其||他||有权||领取||保险金||的||人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O||O||O||O||O||O||O||O||O||O||O
受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向||我们||请求||给付保险金||的||诉讼时效||期间||为||二年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
被保险人||或||受益人||向||我们||申请||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
被保险人||或者||受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为|| ||5||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
人寿保险||以外||的||其他||保险||的||被保险人||或者||受益人||，||向本||公司||请求||给付保险金||的||诉讼时效||期间||为|| ||2|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n||人寿保险||的||被保险人||或者||受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为|| ||5|| ||年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
受益人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为||五年||，||自其||知道||或者||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
保险金||申请人||向本||公司||请求||给付保险金||的||诉讼时效||期间||为||2||年||。||自其||知道||或||应当||知道||保险事故||发生||之日起||计算||。||\n###B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
